stroop,ANT,stopSignal,twoByTwo,discountFix,DPX,motorSelectiveStop,CCTHot,WATT3
0.6923166201249596,0.6011834745041325,0.6489054639297994,0.7567663597882603,1.4163487854500463,0.5264726262709274,0.6486504330682593,1.8587081651372754,1.1210520714512657
